"コード","銘柄名","市場","現在値","前日比(%)"
"8793","ＮＥＣキャピタルソリューション","東P","3715","-90.0(-2.37%)"
"8795","Ｔ＆Ｄ　ＨＬＤＧ","東P","2548.5","-66.5(-2.54%)"
"8798","アドバンスクリエイト","東P","1056","-21.0(-1.95%)"
"8801","三井不動産","東P","1615.5","-61.5(-3.67%)"
"8802","三菱地所","東P","2885.0","-125.0(-4.15%)"
"8803","平和不動産","東P","3995","-100.0(-2.44%)"
"8804","東京建物","東P","2567.0","-107.0(-4.00%)"
"8818","京阪神ビルディング","東P","1532","-35.0(-2.23%)"
"8830","住友不動産","東P","5633.0","-303.0(-5.10%)"
"8835","太平洋興発","東S","808","-16.0(-1.94%)"
"8836","ＲＩＳＥ","東S","18","+0.0(+0.00%)"
"8841","テーオーシー","東S","813","-37.0(-4.35%)"
"8844","コスモスイニシア","東S","911","-30.0(-3.19%)"
"8848","レオパレス２１","東P","504","-9.0(-1.75%)"
"8850","スターツコーポレーション","東P","3375","-100.0(-2.88%)"
"8860","フジ住宅","東P","746","-22.0(-2.86%)"
"8864","空港施設","東P","610","-12.0(-1.93%)"
"8869","明和地所","東S","970","-32.0(-3.19%)"
"8871","ゴールドクレスト","東S","2420","-71.0(-2.85%)"
"8876","リログループ","東P","1323.5","-24.5(-1.82%)"
"8877","エスリード","東P","3325","-85.0(-2.49%)"
"8881","日神グループＨＬＤＧ","東P","524","-9.0(-1.69%)"
"8886","ウッドフレンズ","東S","1333","+3.0(+0.23%)"
"8887","リベレステ","東S","780","-7.0(-0.89%)"
"8889","ＡＰＡＭＡＮ","東S","480","-4.0(-0.83%)"
"8890","レーサム","東S","3545","-70.0(-1.94%)"
"8891","ＡＭＧＨＬＤＧ","東S","2300","-29.0(-1.25%)"
"8892","日本エスコン","東P","994","-20.0(-1.97%)"
"8894","ＲＥＶＯＬＵＴＩＯＮ","東S","25","-1.0(-3.85%)"
"8897","ＭＩＲＡＲＴＨＨＬＤＧ","東P","477","-9.0(-1.85%)"
"8898","センチュリー２１・ジャパン","東S","1110","+6.0(+0.54%)"
"8904","ＡＶＡＮＴＩＡ","東S","816","-12.0(-1.45%)"
"8905","イオンモール","東P","1715.5","-30.0(-1.72%)"
"8908","毎日コムネット","東S","785","-15.0(-1.88%)"
"8912","エリアクエスト","東S","157","-11.0(-6.55%)"
"8914","エリアリンク","東S","2760","-68.0(-2.40%)"
"8917","ファースト住建","東S","1150","-11.0(-0.95%)"
"8918","ランド","東S","8","+0.0(+0.00%)"
"8919","カチタス","東P","1960","-19.0(-0.96%)"
"8920","東祥","東S","706","-10.0(-1.40%)"
"8923","トーセイ","東P","2412","-33.0(-1.35%)"
"8925","アルデプロ","東S","73","-7.0(-8.75%)"
"8927","明豊エンタープライズ","東S","333","-6.0(-1.77%)"
"8928","穴吹興産","東S","2126","-29.0(-1.35%)"
"8929","青山財産ネットワークス","東S","1273","-43.0(-3.27%)"
"8931","和田興産","東S","1380","-30.0(-2.13%)"
"8934","サンフロンティア不動産","東P","1954","-85.0(-4.17%)"
"8935","ＦＪネクストＨＬＤＧ","東P","1302","-39.0(-2.91%)"
"8938","グロームＨＬＤＧ","東G","616","+2.0(+0.33%)"
"8940","インテリックス","東S","595","-9.0(-1.49%)"
"8944","ランドビジネス","東S","263","-2.0(-0.75%)"
"8945","サンネクスタグループ","東S","1019","+1.0(+0.10%)"
"8946","ＡＳＩＡＮ　ＳＴＡＲ","東S","96","-1.0(-1.03%)"
"8995","誠建設工業","東S","905","-15.0(-1.63%)"
"8996","ハウスフリーダム","東S","837","-8.0(-0.95%)"
"8999","グランディハウス","東P","593","-14.0(-2.31%)"
"9001","東武鉄道","東P","3450.0","-70.0(-1.99%)"
"9003","相鉄ＨＬＤＧ","東P","2662.0","-52.0(-1.92%)"
"9005","東急","東P","1887.0","-13.0(-0.68%)"
"9006","京浜急行電鉄","東P","1308.5","-31.5(-2.35%)"
"9007","小田急電鉄","東P","1840.5","-2.5(-0.14%)"
"9008","京王電鉄","東P","4019.0","-68.0(-1.66%)"
"9009","京成電鉄","東P","5978.0","-97.0(-1.60%)"
"9010","富士急行","東P","3550","-95.0(-2.61%)"
"9012","秩父鉄道","東S","-","- (-%)"
"9017","新潟交通","東S","2042","-12.0(-0.58%)"
"9020","東日本旅客鉄道","東P","2890.5","-76.5(-2.58%)"
"9021","西日本旅客鉄道","東P","3074.0","-41.0(-1.32%)"
"9022","東海旅客鉄道","東P","3612.0","-65.0(-1.77%)"
"9024","西武ＨＬＤＧ","東P","2509.0","-62.5(-2.43%)"
"9025","鴻池運輸","東P","2238","-39.0(-1.71%)"
"9028","ゼロ","東S","1630","+8.0(+0.49%)"
"9029","ヒガシトゥエンティワン","東S","1272","-28.0(-2.15%)"
"9031","西日本鉄道","東P","2433.0","-30.0(-1.22%)"
"9033","広島電鉄","東S","750","-2.0(-0.27%)"
"9034","南総通運","東S","1047","-27.0(-2.51%)"
"9036","東部ネットワーク","東S","1025","-24.0(-2.29%)"
"9037","ハマキョウレックス","東P","3855","-110.0(-2.77%)"
"9039","サカイ引越センター","東P","2743","-37.0(-1.33%)"
"9041","近鉄グループＨＬＤＧ","東P","4263.0","-77.0(-1.77%)"
"9042","阪急阪神ＨＬＤＧ","東P","4196.0","-89.0(-2.08%)"
"9044","南海電気鉄道","東P","3066.0","+18.0(+0.59%)"
"9045","京阪ＨＬＤＧ","東P","3347.0","-64.0(-1.88%)"
"9046","神戸電鉄","東P","2746","-33.0(-1.19%)"
"9048","名古屋鉄道","東P","2100.0","-49.0(-2.28%)"
"9049","京福電気鉄道","東S","7100","-40.0(-0.56%)"
"9051","センコン物流","東S","854","-8.0(-0.93%)"
"9052","山陽電気鉄道","東P","2074","-20.0(-0.96%)"
"9055","アルプス物流","東P","3000","-10.0(-0.33%)"
"9057","遠州トラック","東S","2508","-67.0(-2.60%)"
"9058","トランコム","東P","5900","-20.0(-0.34%)"
"9059","カンダＨＬＤＧ","東S","860","+0.0(+0.00%)"
"9060","日本ロジテム","東S","3965","+25.0(+0.63%)"
"9063","岡山県貨物運送","東S","3465","-55.0(-1.56%)"
"9064","ヤマトＨＬＤＧ","東P","2115.0","-23.0(-1.08%)"
"9065","山九","東P","5346.0","-2.0(-0.04%)"
"9066","日新","東P","3065","-85.0(-2.70%)"
"9067","丸運","東S","281","-6.0(-2.09%)"
"9068","丸全昭和運輸","東P","4605","-180.0(-3.76%)"
"9069","センコーグループＨＬＤＧ","東P","1167","-25.0(-2.10%)"
"9070","トナミＨＬＤＧ","東P","4740","-145.0(-2.97%)"
"9072","ニッコンＨＬＤＧ","東P","2966.5","-24.5(-0.82%)"
"9073","京極運輸商事","東S","652","-18.0(-2.69%)"
"9074","日本石油輸送","東S","2836","-9.0(-0.32%)"
"9075","福山通運","東P","3830","+5.0(+0.13%)"
"9076","セイノーＨＬＤＧ","東P","2159.0","-3.5(-0.16%)"
"9078","エスライングループ本社","東S","879","-1.0(-0.11%)"
"9081","神奈川中央交通","東P","3105","-45.0(-1.43%)"
"9082","大和自動車交通","東S","938","-26.0(-2.70%)"
"9083","神姫バス","東S","3435","+5.0(+0.15%)"
"9087","タカセ","東S","-","- (-%)"
"9090","ＡＺ−ＣＯＭ丸和ＨＬＤＧ","東P","1258","-2.0(-0.16%)"
"9099","Ｃ＆ＦロジＨＬＤＧ","東P","3305","+5.0(+0.15%)"
"9101","日本郵船","東P","4028.0","-160.0(-3.82%)"
"9104","商船三井","東P","4464.0","-200.0(-4.29%)"
"9107","川崎汽船","東P","1955.5","-123.0(-5.92%)"
"9110","ＮＳユナイテッド海運","東P","4545","-115.0(-2.47%)"
"9115","明海グループ","東S","707","-30.0(-4.07%)"
"9119","飯野海運","東P","1204","-24.0(-1.95%)"
"9127","玉井商船","東S","1757","-61.0(-3.36%)"
"9130","共栄タンカー","東S","1009","-55.0(-5.17%)"
"9142","九州旅客鉄道","東P","3518.0","-57.0(-1.59%)"
"9143","ＳＧ　ＨＬＤＧ","東P","1848.0","+7.5(+0.41%)"
"9145","ビーイングＨＬＤＧ","東S","2725","-5.0(-0.18%)"
"9147","ＮＩＰＰＯＮ　ＥＸＰＲＥＳＳ","東P","8064.0","-12.0(-0.15%)"
"9158","シーユーシー","東G","2244","-70.0(-3.03%)"
"9159","Ｗ　ＴＯＫＹＯ","東G","2982","+82.0(+2.83%)"
"9160","ノバレーゼ","東S","286","-4.0(-1.38%)"
"9161","ＩＤ＆Ｅ　ＨＬＤＧ","東P","4390","-170.0(-3.73%)"
"9162","ブリーチ","東G","315","-6.0(-1.87%)"
"9163","ナレルグループ","東G","2817","-57.0(-1.98%)"
"9164","トライト","東G","697","-26.0(-3.60%)"
"9165","クオルテック","東G","1667","-81.0(-4.63%)"
"9166","ＧＥＮＤＡ","東G","2998","-187.0(-5.87%)"
"9168","ライズ・コンサルティング・グル","東G","728","-23.0(-3.06%)"
"9171","栗林商船","東S","1177","-27.0(-2.24%)"
"9173","東海汽船","東S","2526","-2.0(-0.08%)"
"9193","東京汽船","東S","667","-8.0(-1.19%)"
"9201","日本航空","東P","2782.5","-54.5(-1.92%)"
"9202","ＡＮＡ　ＨＬＤＧ","東P","3057.0","-43.0(-1.39%)"
"9204","スカイマーク","東G","947","-1.0(-0.11%)"
"9206","スターフライヤー","東S","2763","-8.0(-0.29%)"
"9211","エフ・コード","東G","2243","-416.0(-15.64%)"
"9212","Ｇｒｅｅｎ　Ｅａｒｔｈ　Ｉｎｓ","東G","492","-20.0(-3.91%)"
"9213","セイファート","東S","1143","-2.0(-0.17%)"
"9214","Ｒｅｃｏｖｅｒｙ　Ｉｎｔｅｒｎ","東G","1770","-66.0(-3.59%)"
"9215","ＣａＳｙ","東G","861","+0.0(+0.00%)"
"9216","ビーウィズ","東P","2038","-61.0(-2.91%)"
"9218","メンタルヘルステクノロジーズ","東G","820","+0.0(+0.00%)"
"9219","ギックス","東G","-","- (-%)"
"9220","エフビー介護サービス","東S","1113","+4.0(+0.36%)"
"9221","フルハシＥＰＯ","東S","1068","-2.0(-0.19%)"
"9223","ＡＳＮＯＶＡ","東G","564","-9.0(-1.57%)"
"9225","ブリッジコンサルティンググルー","東G","1364","+4.0(+0.29%)"
"9227","マイクロ波化学","東G","999","-14.0(-1.38%)"
"9229","サンウェルズ","東G","2339","-69.0(-2.87%)"
"9232","パスコ","東S","1849","-55.0(-2.89%)"
"9233","アジア航測","東S","1072","-7.0(-0.65%)"
"9235","売れるネット広告社","東G","1451","-66.0(-4.35%)"
"9236","ジャパンＭ＆Ａソリューション","東G","1976","-32.0(-1.59%)"
"9237","笑美面","東G","3035","+20.0(+0.66%)"
"9238","バリュークリエーション","東G","1006","-280.0(-21.77%)"
"9240","デリバリーコンサルティング","東G","721","-17.0(-2.30%)"
"9241","フューチャーリンクネットワーク","東G","1380","-120.0(-8.00%)"
"9242","メディア総研","東G","1825","+0.0(+0.00%)"
"9244","デジタリフト","東G","875","+0.0(+0.00%)"
"9245","リベロ","東G","1601","-73.0(-4.36%)"
"9246","プロジェクトＨＬＤＧ","東G","1429","-22.0(-1.52%)"
"9247","TRE ＨＬＤＧ","東P","1214","-8.0(-0.65%)"
"9248","人・夢・技術グループ","東P","1694","-37.0(-2.14%)"
"9249","日本エコシステム","東S","3800","-20.0(-0.52%)"
"9250","ＧＲＣＳ","東G","2470","+250.0(+11.26%)"
"9251","ＡＢ＆Ｃｏｍｐａｎｙ","東G","890","-19.0(-2.09%)"
"9252","ラストワンマイル","東G","3375","-175.0(-4.93%)"
"9253","スローガン","東G","647","-1.0(-0.15%)"
"9254","ラバブルマーケティンググループ","東G","1417","-3.0(-0.21%)"
"9256","サクシード","東G","1023","-12.0(-1.16%)"
"9257","ＹＣＰＨＬＤＧ（グローバル）","東G","630","-8.0(-1.25%)"
"9258","ＣＳ−Ｃ","東G","372","-5.0(-1.33%)"
"9259","タカヨシＨＬＤＧ","東G","863","-12.0(-1.37%)"
"9260","西本Ｗｉｓｍｅｔｔａｃ　ＨＬＤ","東P","5630","-130.0(-2.26%)"
"9262","シルバーライフ","東S","908","-20.0(-2.16%)"
"9264","ポエック","東S","1691","-25.0(-1.46%)"
"9265","ヤマシタヘルスケアＨＬＤＧ","東S","2458","-65.0(-2.58%)"
"9267","Ｇｅｎｋｙ　ＤｒｕｇＳｔｏｒｅ","東P","6140","-130.0(-2.07%)"
"9268","オプティマスグループ","東S","953","-27.0(-2.76%)"
"9270","バリュエンスＨＬＤＧ","東G","782","-118.0(-13.11%)"
"9271","和心","東G","366","-3.0(-0.81%)"
"9272","ブティックス","東G","1119","-26.0(-2.27%)"
"9273","コーア商事ＨＬＤＧ","東P","844","-11.0(-1.29%)"
"9274","ＫＰＰグループＨＬＤＧ","東P","744","-25.0(-3.25%)"
"9275","ナルミヤ・インターナショナル","東S","1330","-23.0(-1.70%)"
"9278","ブックオフグループＨＬＤＧ","東P","1507","-111.0(-6.86%)"
"9279","ギフトＨＬＤＧ","東P","3275","-115.0(-3.39%)"
"9301","三菱倉庫","東P","5063.0","-76.0(-1.48%)"
"9302","三井倉庫ＨＬＤＧ","東P","4565","-130.0(-2.77%)"
"9303","住友倉庫","東P","2624","-56.0(-2.09%)"
"9304","澁澤倉庫","東P","2981","-64.0(-2.10%)"
"9305","ヤマタネ","東P","2700","-56.0(-2.03%)"
"9306","東陽倉庫","東S","1523","-24.0(-1.55%)"
"9307","杉村倉庫","東S","582","-24.0(-3.96%)"
"9308","乾汽船","東S","1060","-20.0(-1.85%)"
"9310","日本トランスシティ","東P","720","-16.0(-2.17%)"
"9311","アサガミ","東S","-","- (-%)"
"9312","ケイヒン","東S","1999","-16.0(-0.79%)"
"9313","丸八倉庫","東S","769","-16.0(-2.04%)"
"9319","中央倉庫","東P","1136","-13.0(-1.13%)"
"9322","川西倉庫","東S","1145","-15.0(-1.29%)"
"9324","安田倉庫","東P","1337","-26.0(-1.91%)"
"9325","ファイズＨＬＤＧ","東S","1230","-39.0(-3.07%)"
"9326","関通","東G","478","-15.0(-3.04%)"
"9327","イー・ロジット","東S","646","+11.0(+1.73%)"
"9330","揚羽","東G","895","-21.0(-2.29%)"
"9331","キャスター","東G","1350","-10.0(-0.74%)"
"9332","ＮＩＳＳＯＨＬＤＧ","東P","827","-13.0(-1.55%)"
"9336","大栄環境","東P","2608","+40.0(+1.56%)"
"9337","トリドリ","東G","2639","+76.0(+2.97%)"
"9338","ＩＮＦＯＲＩＣＨ","東G","4435","-395.0(-8.18%)"
"9339","コーチ・エィ","東S","1479","+0.0(+0.00%)"
"9340","アソインターナショナル","東S","766","+2.0(+0.26%)"
"9341","ＧＥＮＯＶＡ","東G","1249","-51.0(-3.92%)"
"9342","スマサポ","東G","1236","-55.0(-4.26%)"
"9343","アイビス","東G","3330","-80.0(-2.35%)"
"9344","アクシスコンサルティング","東G","920","-21.0(-2.23%)"
"9345","ビズメイツ","東G","1277","-1.0(-0.08%)"
"9346","ココルポート","東G","1717","-82.0(-4.56%)"
"9347","日本管財ＨＬＤＧ","東P","2554","-11.0(-0.43%)"
"9348","ｉｓｐａｃｅ","東G","763","-38.0(-4.74%)"
"9351","東洋埠頭","東S","1357","-13.0(-0.95%)"
"9353","櫻島埠頭","東S","1814","-11.0(-0.60%)"
"9355","リンコーコーポレーション","東S","1765","+27.0(+1.55%)"
"9360","鈴与シンワート","東S","2564","-47.0(-1.80%)"
"9361","伏木海陸運送","東S","1652","+11.0(+0.67%)"
"9362","兵機海運","東S","2457","-3.0(-0.12%)"
"9363","大運","東S","393","-3.0(-0.76%)"
"9364","上組","東P","3274.0","-53.0(-1.59%)"
"9365","トレーディア","東S","1307","-10.0(-0.76%)"
"9366","サンリツ","東S","908","-14.0(-1.52%)"
"9367","大東港運","東S","767","+1.0(+0.13%)"
"9368","キムラユニティー","東S","1654","-54.0(-3.16%)"
"9369","キユーソー流通システム","東S","1209","-23.0(-1.87%)"
"9376","ユーラシア旅行社","東S","508","+0.0(+0.00%)"
"9377","エージーピー","東S","895","-1.0(-0.11%)"
"9380","東海運","東S","290","-3.0(-1.02%)"
"9381","エーアイテイー","東P","1761","-2.0(-0.11%)"
"9384","内外トランスライン","東P","2506","-44.0(-1.73%)"
"9385","ショーエイコーポレーション","東S","583","-4.0(-0.68%)"
"9386","日本コンセプト","東P","1782","-11.0(-0.61%)"
"9399","ビートＨＬＤＧ","東S","387","+29.0(+8.10%)"
"9401","ＴＢＳＨＬＤＧ","東P","4560.0","-225.0(-4.70%)"
"9404","日本テレビＨＬＤＧ","東P","2381.0","-122.0(-4.87%)"
"9405","朝日放送グループＨＬＤＧ","東P","647","-6.0(-0.92%)"
"9408","ＢＳＮメディアＨＬＤＧ","東S","-","- (-%)"
"9409","テレビ朝日ＨＬＤＧ","東P","2179","-71.0(-3.16%)"
"9412","スカパーＪＳＡＴ　ＨＬＤＧ","東P","947","-42.0(-4.25%)"
"9413","テレビ東京ＨＬＤＧ","東P","2964","-71.0(-2.34%)"
"9414","日本ＢＳ放送","東S","907","-10.0(-1.09%)"
"9416","ビジョン","東P","1025","-22.0(-2.10%)"
"9417","スマートバリュー","東S","402","-6.0(-1.47%)"
"9418","Ｕ−ＮＥＸＴ　ＨＬＤＧ","東P","4360","-155.0(-3.43%)"
"9419","ワイヤレスゲート","東S","207","-1.0(-0.48%)"
"9421","エヌジェイＨＬＤＧ","東S","664","+1.0(+0.15%)"
"9423","フォーバル・リアルストレート","東S","103","+0.0(+0.00%)"
"9424","日本通信","東P","195","-2.0(-1.02%)"
"9425","ＲｅＹｕｕ　Ｊａｐａｎ","東S","357","-12.0(-3.25%)"
"9428","クロップス","東S","999","-16.0(-1.58%)"
"9432","日本電信電話","東P","172.0","-2.6(-1.49%)"
"9433","ＫＤＤＩ","東P","4271.0","-10.0(-0.23%)"
"9434","ソフトバンク","東P","1847.0","-14.5(-0.78%)"
"9435","光通信","東P","25470.0","-1,345.0(-5.02%)"
"9436","沖縄セルラー電話","東S","3425","-15.0(-0.44%)"
"9438","エムティーアイ","東P","735","+0.0(+0.00%)"
"9439","エム・エイチ・グループ","東S","211","-1.0(-0.47%)"
"9441","ベルパーク","東S","1700","+0.0(+0.00%)"
"9444","トーシンＨＬＤＧ","東S","704","-5.0(-0.71%)"
"9445","フォーバルテレコム","東S","413","+0.0(+0.00%)"
"9446","サカイＨＬＤＧ","東S","509","-2.0(-0.39%)"
"9449","ＧＭＯインターネットグループ","東P","2642.0","-21.5(-0.81%)"
"9450","ファイバーゲート","東P","1054","-6.0(-0.57%)"
"9466","アイドママーケティングコミュニ","東S","228","-3.0(-1.30%)"
"9467","アルファポリス","東G","1982","-44.0(-2.17%)"
"9468","ＫＡＤＯＫＡＷＡ","東P","2803.0","+26.0(+0.94%)"
"9470","学研ＨＬＤＧ","東P","928","-22.0(-2.32%)"
"9474","ゼンリン","東P","826","-12.0(-1.43%)"
"9475","昭文社ＨＬＤＧ","東S","385","-1.0(-0.26%)"
"9476","中央経済社ＨＬＤＧ","東S","531","-1.0(-0.19%)"
"9478","ＳＥ　Ｈ＆インキュベーションズ","東S","315","-15.0(-4.55%)"
"9479","インプレスＨＬＤＧ","東S","168","-2.0(-1.18%)"
"9501","東京電力ＨＬＤＧ","東P","1053.5","-54.0(-4.88%)"
"9502","中部電力","東P","2047.5","-30.5(-1.47%)"
"9503","関西電力","東P","2418.0","-36.0(-1.47%)"
"9504","中国電力","東P","1226.0","-32.0(-2.54%)"
"9505","北陸電力","東P","937.9","-12.3(-1.29%)"
"9506","東北電力","東P","1288.5","-8.0(-0.62%)"
"9507","四国電力","東P","1306.5","-26.0(-1.95%)"
"9508","九州電力","東P","1656.0","-12.0(-0.72%)"
"9509","北海道電力","東P","1206.5","-6.5(-0.54%)"
"9511","沖縄電力","東P","1258","-4.0(-0.32%)"
"9513","電源開発","東P","2681.5","-35.0(-1.29%)"
"9514","エフオン","東S","433","-10.0(-2.26%)"
"9517","イーレックス","東P","758","-4.0(-0.52%)"
"9519","レノバ","東P","1334","-17.0(-1.26%)"
"9522","リニューアブル・ジャパン","東G","910","-62.0(-6.38%)"
"9531","東京瓦斯","東P","3811.0","-80.0(-2.06%)"
"9532","大阪瓦斯","東P","3326.0","-107.0(-3.12%)"
"9533","東邦瓦斯","東P","3644.0","-40.0(-1.09%)"
"9534","北海道瓦斯","東P","2949","-66.0(-2.19%)"
"9535","広島ガス","東P","382","-5.0(-1.29%)"
"9536","西部ガスＨＬＤＧ","東P","1967","-11.0(-0.56%)"
"9537","北陸瓦斯","東S","3645","-5.0(-0.14%)"
"9539","京葉瓦斯","東S","2731","+41.0(+1.52%)"
"9543","静岡ガス","東P","963","-13.0(-1.33%)"
"9551","メタウォーター","東P","2315","-65.0(-2.73%)"
"9552","Ｍ＆Ａ総研ＨＬＤＧ","東P","5380","+10.0(+0.19%)"
"9553","マイクロアド","東G","450","-2.0(-0.44%)"
"9554","ＡＶｉＣ","東G","989","-12.0(-1.20%)"
"9556","ＩＮＴＬＯＯＰ","東G","2583","-58.0(-2.20%)"
"9557","エアークローゼット","東G","433","-7.0(-1.59%)"
"9558","ジャパニアス","東G","2549","-58.0(-2.22%)"
"9560","プログリット","東G","1029","-61.0(-5.60%)"
"9561","グラッドキューブ","東G","490","-6.0(-1.21%)"
"9562","ビジネスコーチ","東G","1356","-4.0(-0.29%)"
"9563","Ａｔｌａｓ　Ｔｅｃｈｎｏｌｏｇ","東G","378","-8.0(-2.07%)"
"9564","ＦＣＥ","東S","753","-20.0(-2.59%)"
